,masked_text,original_sentence_text_before_tokenisation,prediction,score,y
98,"According to __NE_FROM__ , __NE_TO__ is developing a Prius-based crossover that will be powered by a Mazda-sourced 1.5-liter SKYACTIV-D diesel engine .","According to Motoring, Toyota is developing a Prius-based crossover that will be powered by a Mazda-sourced 1.5-liter SKYACTIV-D diesel engine.",B_supplies_A,0.4733185172,1
99,"__NE_FROM__ stopped sales after __NE_TO__ magazine called the vehicle a "" safety risk "" because of the potential for turning over during turns .","Toyota stopped sales after Consumer Reports magazine called the vehicle a ""safety risk"" because of the potential for turning over during turns.",reject,0.6169846058,0
100,"The factory will produce air bags and rubber weatherstrips for __NE_OTHER__ , __NE_OTHER__ and __NE_FROM__ — a subsidiary of __NE_TO__ .","The factory will produce air bags and rubber weatherstrips for Toyota, Honda and Maruti—a subsidiary of Suzuki Motor Corp.",A_supplies_B,0.41792804,2
101,__NE_FROM__ ' s first-half share was 16.0 percent and __NE_TO__ ' s 19.7 percent .,Toyota's first-half share was 16.0 percent and GM's 19.7 percent.,reject,0.8223571777,0
102,"But he said 998 of __NE_FROM__ ' s 1,234 dealers have a __NE_TO__ franchise .","But he said 998 of Toyota's 1,234 dealers have a Scion franchise.",reject,0.6698525548,0
103,"The automaker ' s autonomous project started in 2005 at its technical center in Ann Arbor , Michigan , and is now continued through __NE_FROM__ , a wholly owned subsidiary of __NE_TO__ , established in 2015 .","The automaker’s autonomous project started in 2005 at its technical center in Ann Arbor, Michigan, and is now continued through Toyota Research Institute , a wholly owned subsidiary of Toyota, established in 2015.",B_supplies_A,0.3546612561,1
104,__NE_FROM__ tests potential alternatives to __NE_TO__ airbag inflators .,Toyota tests potential alternatives to Takata airbag inflators.,reject,0.6213895082,0
105,"In terms of styling , __NE_FROM__ has n't finalized the new __NE_TO__ ' s look , according to the same report .","In terms of styling, Toyota hasn't finalized the new Tundra's look, according to the same report.",reject,0.3549637794,0
106,"Bob Carter , heads of __NE_FROM__ ' s U.S. sales unit , tells __NE_TO__ that the company is studying whether there is a strong enough business case to justify reviving the program .","Bob Carter, heads of Toyota's U.S. sales unit, tells Pickuptrucks.com that the company is studying whether there is a strong enough business case to justify reviving the program.",reject,0.6146612763,0
107,"In Indonesia , where __NE_FROM__ and unit __NE_OTHER__ account for about half of sales , the growth in deliveries has dipped below 10 percent for two straight quarters amid higher fuel prices , according to data compiled by __NE_TO__ .","In Indonesia, where Toyota and unit Daihatsu account for about half of sales, the growth in deliveries has dipped below 10 percent for two straight quarters amid higher fuel prices, according to data compiled by Bloomberg.",reject,0.8509689569000001,0
108,"From the introduction of the Mirai passenger vehicle to the creation of the heavy-duty fuel cell system in __NE_FROM__ , __NE_TO__ continues to demonstrate the versatility and scalability of the zero-emission fuel cell powertrain .","From the introduction of the Mirai passenger vehicle to the creation of the heavy-duty fuel cell system in Project Portal, Toyota continues to demonstrate the versatility and scalability of the zero-emission fuel cell powertrain.",B_supplies_A,0.4134704173,1
109,"__NE_FROM__ has agreed to pay as much as $ 3.4 billion to settle complaints in the U.S. that frames of its pickup trucks and SUVs could rust through and fail , __NE_TO__ reports .","Toyota Motor Corp. has agreed to pay as much as $3.4 billion to settle complaints in the U.S. that frames of its pickup trucks and SUVs could rust through and fail, The Detroit News reports.",reject,0.7139465213,0
110,"The company has benefited from a surge in the yen that hampered Japanese rivals __NE_FROM__ and __NE_TO__ in markets where they compete , helping offset a rise in the won that reduces the South Korean carmaker ' s earnings from overseas .","The company has benefited from a surge in the yen that hampered Japanese rivals Toyota Motor Corp. and Honda Motor Co. in markets where they compete, helping offset a rise in the won that reduces the South Korean carmaker's earnings from overseas.",reject,0.7863341570000001,0
111,"Despite a major advertising campaign and the __NE_FROM__ ' s $ 2,000 price advantage over the redesigned Toyota Prius , U.S. consumers are not embracing __NE_TO__ ' s new hybrid .","Despite a major advertising campaign and the Insight's $2,000 price advantage over the redesigned Toyota Prius, U.S. consumers are not embracing Honda's new hybrid.",reject,0.9148426056000001,0
112,The station is based on the __NE_FROM__ concept unveiled at the 2011 __NE_TO__ and features two main aspects :,The station is based on the Toyota Smart Mobility Park concept unveiled at the 2011 Tokyo Motor Show and features two main aspects:,ambiguous,0.3186527491,3
113,"__NE_FROM__ is developing a new small car specifically for China that could be introduced as early as 2013 , __NE_TO__ reports .","Toyota Motor Corp. is developing a new small car specifically for China that could be introduced as early as 2013, The Nikkei reports.",A_supplies_B,0.7213498354,2
114,"At the Summit in 2012 , vehicle manufacturers represented included __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_FROM__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_TO__ and __NE_OTHER__ .","At the Summit in 2012, vehicle manufacturers represented included Bentley, BMW, Ford, Honda, Jaguar Land Rover, McLaren, Mercedes-Benz, Nissan, Peugeot-Citroën, Renault, Suzuki, Tata Motors, Toyota and Volkswagen.",reject,0.9990291595,0
115,__NE_FROM__ and __NE_TO__ first announced the possibility of this deal in October 2016 .,Suzuki and Toyota first announced the possibility of this deal in October 2016.,ambiguous,0.4965133071,3
116,"Under the agreement , __NE_FROM__ will retrofit brake override systems on about 30 % of 16 million affected __NE_OTHER__ , __NE_TO__ and __NE_OTHER__ brand vehicles .","Under the agreement, Toyota will retrofit brake override systems on about 30% of 16 million affected Lexus, Scion and Toyota brand vehicles.",reject,0.7681028843000001,0
117,"__NE_FROM__ has petitioned the __NE_OTHER__ to permit headlamp systems in the U.S. that allow drivers to leave their high beams on without blinding oncoming traffic , __NE_TO__ reports .","Toyota Motor Corp. has petitioned the National Highway Traffic Safety Administration to permit headlamp systems in the U.S. that allow drivers to leave their high beams on without blinding oncoming traffic, Automotive News reports.",reject,0.7970289588,0
118,China is critical to __NE_FROM__ ' s goal of surpassing __NE_TO__ . in sales and profitability by 2018 .,China is critical to Winterkorn's goal of surpassing Toyota Motor Corp. in sales and profitability by 2018.,reject,0.8126615882,0
119,"__NE_FROM__ is expected to sell 8 percent fewer vehicles amid supply-related disruptions from recent earthquakes , along with a 6.1 percent decline for combined sales from __NE_TO__ and","Toyota Motor Corp. is expected to sell 8 percent fewer vehicles amid supply-related disruptions from recent earthquakes, along with a 6.1 percent decline for combined sales from Hyundai Motor Co. and",reject,0.9391139150000001,0
120,__NE_FROM__ ' s India operation is investing $ 102 million in a new facility that will build engines and transmissions for the automaker ' s __NE_TO__ small car due later this year .,Toyota Motor Corp.'s India operation is investing $102 million in a new facility that will build engines and transmissions for the automaker's Etios small car due later this year.,B_supplies_A,0.491280973,1
121,"The automaker originally planned to make a record 8.65 million vehicles under the __NE_FROM__ and __NE_TO__ brands in 2012 , up 24 percent from 2011 .","The automaker originally planned to make a record 8.65 million vehicles under the Toyota and Lexus brands in 2012, up 24 percent from 2011.",reject,0.5179072022,0
122,"While __NE_FROM__ produces about 70 percent of the vehicles it sells in the U.S. at local plants and sites in Canada and Mexico , it relies on Japan for most of its __NE_TO__ luxury models , __NE_OTHER__ vehicles and the Prius hybrid .","While Toyota produces about 70 percent of the vehicles it sells in the U.S. at local plants and sites in Canada and Mexico, it relies on Japan for most of its Lexus luxury models, Scion vehicles and the Prius hybrid.",reject,0.6913531423,0
123,"We are gratified that the jury concluded the design of the 2006 __NE_FROM__ did not contribute to this unfortunate accident , affirming the same conclusion we reached after more than three years of careful investigation -- that there was nothing wrong with the vehicle at issue in this case , "" Carly Schaffner , a __NE_TO__ spokeswoman , said in a statement .","We are gratified that the jury concluded the design of the 2006 Camry did not contribute to this unfortunate accident, affirming the same conclusion we reached after more than three years of careful investigation -- that there was nothing wrong with the vehicle at issue in this case,"" Carly Schaffner, a Toyota spokeswoman, said in a statement.",reject,0.9944629073000001,0
124,"__NE_FROM__ builds those cars under contract to __NE_TO__ , its 16 % owner .","Subaru builds those cars under contract to Toyota Motor Corp., its 16% owner.",A_supplies_B,0.4201606512,2
125,"__NE_FROM__ buyers also can upgrade to a more advanced Safety Sense P system , which includes the __NE_TO__ technologies and steering assist .","Toyota buyers also can upgrade to a more advanced Safety Sense P system, which includes the Lexus technologies and steering assist.",B_supplies_A,0.4440036416,1
126,__NE_FROM__ also supplied the auto bodies for Camry sedans that __NE_TO__ built in North America .,Tower also supplied the auto bodies for Camry sedans that Toyota built in North America.,A_supplies_B,0.6033520699,2
127,"While __NE_FROM__ , __NE_OTHER__ and other competitors are readying their own rechargeable models , none has set volume goals matching __NE_TO__ ' s intention to sell as many as 500,000 electric cars a year by 2012 .","While General Motors Co., Toyota Motor Corp. and other competitors are readying their own rechargeable models, none has set volume goals matching Ghosn's intention to sell as many as 500,000 electric cars a year by 2012.",reject,0.5985494256,0
128,"Bloomberg notes that the trend also will make it more difficult for other luxury brands with ambitions to expand in China , including __NE_OTHER__ , __NE_FROM__ ' s __NE_OTHER__ and __NE_TO__ , __NE_OTHER__ ' s __NE_OTHER__ and __NE_OTHER__ ' s __NE_OTHER__ .","Bloomberg notes that the trend also will make it more difficult for other luxury brands with ambitions to expand in China, including General Motors' Cadillac, Tata's Jaguar and Land Rover, Toyota's Lexus and Nissan's Infiniti.",reject,0.9939652085,0
129,"With sales of about 3 million vehicles a year and no presence in the highly profitable U.S. , __NE_FROM__ lacked the scale needed to keep up with global behemoths such as __NE_OTHER__ , __NE_TO__ and __NE_OTHER__ .","With sales of about 3 million vehicles a year and no presence in the highly profitable U.S., PSA Group lacked the scale needed to keep up with global behemoths such as Volkswagen, Toyota and General Motors.",reject,0.9334738851000001,0
130,"In contrast to __NE_FROM__ , prosecutors said __NE_TO__ cooperated extensively with their investigation , voluntarily providing documents and “ a continuous flow of unvarnished facts ” to help them understand what happened .","In contrast to Toyota, prosecutors said GM cooperated extensively with their investigation, voluntarily providing documents and “a continuous flow of unvarnished facts” to help them understand what happened.",reject,0.7210042477,0
131,"But __NE_FROM__ ' s market share has slipped , down to 60.9 percent in October , __NE_TO__ data show .","But Toyota's market share has slipped, down to 60.9 percent in October, Edmunds.com data show.",reject,0.9591317177,0
132,Both __NE_FROM__ and __NE_TO__ say rebuilt,Both Toyota and Honda say rebuilt,reject,0.8346040845,0
133,"__NE_FROM__ and its subsidiaries sold 2.5 million vehicles in the second quarter compared with 2.4 million for __NE_OTHER__ and 2.3 million for __NE_TO__ , according to the companies .","Toyota Motor Corp. and its subsidiaries sold 2.5 million vehicles in the second quarter compared with 2.4 million for General Motors and 2.3 million for Volkswagen, according to the companies.",ownership,0.5906356573,4
134,"Today ' s announcement is __NE_FROM__ ' s 10th production increase announcement in the past 20 months including __NE_TO__ plants in Huntsville , Ala. , Buffalo , W. Va. , Georgetown , Ky. , and Ontario , Canada .","Today’s announcement is Toyota’s 10th production increase announcement in the past 20 months including Toyota plants in Huntsville, Ala., Buffalo, W. Va., Georgetown, Ky., and Ontario, Canada.",reject,0.8047714233000001,0
135,__NE_FROM__ will build the new Corolla sedan in America at a factory in Mississippi and a new plant in Alabama that the company will share with __NE_TO__ .,Toyota will build the new Corolla sedan in America at a factory in Mississippi and a new plant in Alabama that the company will share with Mazda.,A_supplies_B,0.5884818435,2
136,__NE_FROM__ says __NE_OTHER__ and __NE_TO__ . have advised their U.S. dealers that normal shipments from Japan wo n't arrive until July at the earliest and possibly not until September .,Automotive News says Nissan and Toyota Motor Corp. have advised their U.S. dealers that normal shipments from Japan won't arrive until July at the earliest and possibly not until September.,reject,0.9844918847,0
137,"__NE_FROM__ and __NE_TO__ planning diesel , hybrid partnership , reports say .","BMW and Toyota planning diesel, hybrid partnership, reports say.",reject,0.4070112705,0
138,Sales grew 6 % at __NE_FROM__ and 7 % at __NE_TO__ .,Sales grew 6% at Honda and 7% at Toyota.,reject,0.7156692743,0
139,"__NE_FROM__ reports __NE_TO__ is prepared to accept the union ' s proposal to give workers bonuses equal to 6.8 months of pay and grant an average 7,300-yen salary hike to senior workers and to those who are promoted .","Bloomberg News reports Toyota is prepared to accept the union's proposal to give workers bonuses equal to 6.8 months of pay and grant an average 7,300-yen  salary hike to senior workers and to those who are promoted.",reject,0.9344295859,0
140,"__NE_OTHER__ handled the engineering and will build the __NE_FROM__ and its __NE_TO__ sibling , the Scion FR-S , at its Gunma plant in Japan when production begins next year .","Subaru handled the engineering and will build the BRZ and its Toyota sibling, the Scion FR-S, at its Gunma plant in Japan when production begins next year.",reject,0.40279144050000004,0
141,The location is just south of __NE_FROM__ ' s automaking hub in Nagoya and home to __NE_TO__ ' s Suzuka assembly plant .,The location is just south of Toyota Motor Corp.'s automaking hub in Nagoya and home to Honda Motor Co.'s Suzuka assembly plant.,reject,0.40802955630000004,0
142,"However , the __NE_FROM__ team ' s __NE_TO__ car has had an engine swap .","However, the Toyota team's Lemons car has had an engine swap.",A_supplies_B,0.3243497014,2
143,"__NE_FROM__ will combine its autonomous driving system with __NE_TO__ ' s __NE_OTHER__ technology , which offers automated safety features such as lane-keeping but does not enable a vehicle to drive completely autonomously .","Uber will combine its autonomous driving system with Toyota's Guardian technology, which offers automated safety features such as lane-keeping but does not enable a vehicle to drive completely autonomously.",B_supplies_A,0.6469858885,1
144,"The role of our team members is critically important , not only to __NE_FROM__ , but to __NE_TO__ as a global mobility company , ” Reynolds said .","The role of our team members is critically important, not only to Toyota Mississippi, but to Toyota as a global mobility company,” Reynolds said.",reject,0.8665207624,0
145,"__NE_FROM__ is the leader of in-vehicle connectivity , but __NE_TO__ has a decent system too .","Ford is the leader of in-vehicle connectivity, but Toyota has a decent system too.",A_supplies_B,0.5660136938,2
146,"Today ' s announcement is another outcome and underscores the progress __NE_FROM__ and __NE_TO__ have together made , and it aims to bolster both companies ' product lineups and encourage competition in the Indian automotive market .","Today’s announcement is another outcome and underscores the progress Toyota and Suzuki have together made, and it aims to bolster both companies’ product lineups and encourage competition in the Indian automotive market.",reject,0.31052255630000003,0
147,"__NE_FROM__ will produce the __NE_TO__ models at a new plant near Bangalore at a maximum annual rate of 70,000 units .","Toyota will produce the Etios models at a new plant near Bangalore at a maximum annual rate of 70,000 units.",B_supplies_A,0.5216979384,1
148,"__NE_FROM__ and __NE_OTHER__ will be built side by side in __NE_TO__ ' s manufacturing plant in Burnaston , UK .","Auris and Avensis will be built side by side in Toyota’s manufacturing plant in Burnaston, UK.",reject,0.3073250651,0
149,"__NE_OTHER__ , __NE_OTHER__ , __NE_FROM__ , __NE_TO__ and __NE_OTHER__ have all said they will be ready to sell fuel - cell vehicles to retail customers by about 2015 .","Toyota, General Motors Co., Honda Motor Co., Daimler AG and Hyundai Motor Co. have all said they will be ready to sell fuel- cell vehicles to retail customers by about 2015.",reject,0.9075892568,0
150,"By leveraging __NE_FROM__ , __NE_TO__ drivers will have fast and easy online access to the latest high-quality industry mapping information and community-generated content – including millions of ratings , reviews and images fed directly into their cars .","By leveraging Nokia Local Search for Automotive, Toyota drivers will have fast and easy online access to the latest high-quality industry mapping information and community-generated content – including millions of ratings, reviews and images fed directly into their cars.",reject,0.8406069279,0
151,Last year __NE_FROM__ nearly claimed its first ever __NE_TO__ victory until mechanical problems led to engine failure just minutes before the finish .,Last year Toyota nearly claimed its first ever Le Mans victory until mechanical problems led to engine failure just minutes before the finish.,B_supplies_A,0.4973332882,1
152,The __NE_OTHER__ grabbed half the market ; __NE_FROM__ outsold __NE_OTHER__ / __NE_OTHER__ / __NE_OTHER__ and __NE_OTHER__ / __NE_TO__ ; Japanese brands lost 7.3 points of market share ; and __NE_OTHER__ gained 2.8 percentage points .,The Detroit 3 grabbed half the market; Chrysler Group outsold Toyota / Lexus / Scion and Honda / Acura; Japanese brands lost 7.3 points of market share; and Hyundai-Kia gained 2.8 percentage points.,reject,0.9998825788000001,0
153,"Carmichael Lynch interviewed __NE_FROM__ and __NE_TO__ owners , who said what they liked about their cars was their reliability and durability .","Carmichael Lynch interviewed Toyota and Honda owners, who said what they liked about their cars was their reliability and durability.",B_supplies_A,0.6740902066000001,1
154,__NE_FROM__ ' s Latin America operations chief Steve St. Angelo stressed last week that __NE_TO__ treats its suppliers as part of its family .,Toyota's Latin America operations chief Steve St. Angelo stressed last week that Toyota treats its suppliers as part of its family.,reject,0.6994147301,0
155,"The carmaker , which operates manufacturing joint ventures with __NE_FROM__ and __NE_TO__ , started the marque in 2010 .","The carmaker, which operates manufacturing joint ventures with Toyota Motor Corp. and Fiat SpA, started the marque in 2010.",ambiguous,0.3641338348,3
156,"__NE_OTHER__ builds about three-quarters of its vehicles in Japan , making it far more dependent on exports than __NE_FROM__ , __NE_TO__ and __NE_OTHER__ .","Mazda builds about three-quarters of its vehicles in Japan, making it far more dependent on exports than Toyota, Honda and Nissan.",reject,0.7123794556,0
157,"Led by double-digit sales increases at __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_FROM__ and __NE_TO__ , the U.S. auto industry closed out a stellar 2014 with a blockbuster December as U.S. consumers took advantage of year-end deals , lower fuel prices and an improving economy .","Led by double-digit sales increases at Fiat Chrysler, General Motors, Hyundai-Kia, Toyota Motor Corp. and Subaru, the U.S. auto industry closed out a stellar 2014 with a blockbuster December as U.S. consumers took advantage of year-end deals, lower fuel prices and an improving economy.",reject,0.9885136485,0
158,"Accepting the challenge to help __NE_FROM__ recycle old bumper covers , __NE_TO__ began shredding them into plastic pellets .","Accepting the challenge to help Toyota recycle old bumper covers, BPS began shredding them into plastic pellets.",reject,0.9420350194,0
159,"-- The "" Swap Your Ride "" ad campaign , in which __NE_FROM__ and __NE_OTHER__ owners test drive __NE_TO__ .","-- The ""Swap Your Ride"" ad campaign, in which Honda and Toyota owners test drive Fords.",reject,0.9348645806,0
160,"__NE_OTHER__ , __NE_FROM__ , __NE_TO__ and the newly-arriving __NE_OTHER__ – in the 2017 season , where new technical regulations will come into effect .","Citroen, Hyundai, M-Sport and the newly-arriving Toyota – in the 2017 season, where new technical regulations will come into effect.",reject,0.9226052165,0
161,"The __NE_FROM__ and its track-focused siblings come from a new strategy at __NE_TO__ , according to Tada .","The Supra and its track-focused siblings come from a new strategy at Toyota, according to Tada.",reject,0.3602061868,0
162,"This leg of the tour , held at the home of the __NE_FROM__ and its fans , aims to turn locals into __NE_TO__ fans by putting them behind the wheel of a Hyundai Sonata , Toyota Camry or Honda Accord , taking them through their paces with a course consisting of hairpin turns , evasive maneuvers , high-speed straightaways and conditions that mimic icy roads .","This leg of the tour, held at the home of the Philadelphia Phillies and its fans, aims to turn locals into Hyundai fans by putting them behind the wheel of a Hyundai Sonata, Toyota Camry or Honda Accord, taking them through their paces with a course consisting of hairpin turns, evasive maneuvers, high-speed straightaways and conditions that mimic icy roads.",reject,0.9397462010000001,0
163,What do you expect to get out of your partnership with __NE_FROM__ that you could n't get from your earlier relationship with __NE_TO__ ?,What do you expect to get out of your partnership with Toyota that you couldn't get from your earlier relationship with General Motors?,reject,0.6560971737,0
164,Sales growth by __NE_FROM__ ' s luxury __NE_TO__ brand lead all other luxury marks in the United States .,Sales growth by Toyota Motor Corp.'s luxury Lexus brand lead all other luxury marks in the United States.,reject,0.5477463603,0
165,"__NE_FROM__ collaborates with each of our supplier partners in order to build vehicles with the high quality , safety , and reliability standards that our customers expect , said __NE_TO__ Vice President Bob Young .","Toyota collaborates with each of our supplier partners in order to build vehicles with the high quality, safety, and reliability standards that our customers expect, said Toyota Purchasing Senior Vice President Bob Young.",B_supplies_A,0.6058589816000001,1
166,the U.S. __NE_FROM__ also sold a shuttered California factory to __NE_TO__ for $ 42 million .,the U.S. Toyota also sold a shuttered California factory to Tesla for $42 million.,B_supplies_A,0.5932846069000001,1
167,"__NE_FROM__ and __NE_OTHER__ build cars that way , while __NE_TO__ has practiced the system less so .","Toyota and Honda build cars that way, while GM has practiced the system less so.",reject,0.6993657351,0
168,"The Ford Fiesta , __NE_FROM__ , __NE_OTHER__ and __NE_TO__ all posted gains of nearly 40 percent last month .","The Ford Fiesta, Hyundai Accent, Toyota Yaris and Chevrolet Cruze all posted gains of nearly 40 percent last month.",reject,0.8295214772,0
169,"And __NE_FROM__ production moved out [ of __NE_TO__ ] , which is about 100,000 units of capacity .","And Toyota  production moved out [of SIA], which is about 100,000 units of capacity.",B_supplies_A,0.4226924777,1
170,__NE_FROM__ and __NE_TO__ both increased volume 4 percent .,Chrysler Group and Toyota Motor Sales both increased volume 4 percent.,reject,0.7774273753000001,0
171,"The major carmakers who reported fewer sales last month were __NE_OTHER__ ( - 27 % ) , __NE_FROM__ ( - 12 % ) , __NE_OTHER__ ( - 19 % ) , __NE_OTHER__ ( - 19 % ) and __NE_TO__ ( - 7 % ) .","The major carmakers who reported fewer sales last month were Fiat (-27%), Ford (-12%), General Motors (-19%), Toyota (-19%) and Volkswagen (-7%).",reject,0.9953203797000001,0
172,"__NE_OTHER__ will ship base iQ modules from Japan to __NE_FROM__ ' s Gaydon , U.K. , plant where they will be transformed into __NE_TO__ .","Toyota will ship base iQ modules from Japan to Aston Martin's Gaydon, U.K., plant where they will be transformed into Cygnets.",reject,0.37674543260000004,0
173,"The announcement means only __NE_FROM__ and __NE_TO__ are signed up in __NE_OTHER__ ' s top division for 2017 and beyond , raising the prospect of only having four LMP1-H entries next season .","The announcement means only Porsche and Toyota are signed up in WEC's top division for 2017 and beyond, raising the prospect of only having four LMP1-H entries next season.",reject,0.9219456911,0
174,"Other Japanese automakers limped toward recovery today , with __NE_FROM__ . announcing plans to resume limited production of hybrid vehicles , including the __NE_TO__ , on Monday .","Other Japanese automakers limped toward recovery today, with Toyota Motor Corp. announcing plans to resume limited production of hybrid vehicles, including the Prius, on Monday.",reject,0.9568870664,0
175,"__NE_OTHER__ , which ranks well below __NE_FROM__ ' s __NE_OTHER__ brand and just above __NE_TO__ ' s __NE_OTHER__ brand on the sales charts so far this year , does n't want to waste money and energy on segments in which the return will be minimal .","Lincoln, which ranks well below Nissan's Infiniti brand and just above Toyota's Scion brand on the sales charts so far this year, doesn't want to waste money and energy on segments in which the return will be minimal.",reject,0.9899269342,0
176,"__NE_FROM__ , __NE_OTHER__ , __NE_OTHER__ , __NE_TO__ , __NE_OTHER__ .","Toyota Motor Corporation, Nissan Motor Co., Ltd., Honda Motor Co., Ltd.",reject,0.9376403689,0
177,A federal judge in California has given __NE_FROM__ and plaintiffs ' attorneys more time to provide information that might convince him to finalize a $ 1.1 billion settlement of economic claims related to __NE_TO__ ' s 2009-2010 safety recalls .,A federal judge in California has given Toyota Motor Corp. and plaintiffs' attorneys more time to provide information that might convince him to finalize a $1.1 billion settlement of economic claims related to Toyota's 2009-2010 safety recalls.,reject,0.9775621891,0
178,"__NE_FROM__ ' s registrations in Europe climbed 5.7 percent during the period , according to __NE_TO__ , the European automakers association .","Toyota’s registrations in Europe climbed 5.7 percent during the period, according to ACEA, the European automakers association.",reject,0.9483218193,0
179,"For the sake of comparison , a quick __NE_FROM__ search reveals that __NE_TO__ builds roughly 13,400 cars per day , on average .","For the sake of comparison, a quick Google search reveals that Toyota builds roughly 13,400 cars per day, on average.",B_supplies_A,0.3791997731,1
180,"Toyota Camry Rebadged As __NE_FROM__ , Again Take A Photo Tour Of __NE_OTHER__ ' s __NE_TO__","Toyota Camry Rebadged As Daihatsu Altis, Again Take A Photo Tour Of Toyota's New Texas Headquarters",reject,0.9377698302,0
181,"What __NE_FROM__ says : "" We wanted to break the myth of EVs being boring and requiring sacrifices , "" said Greg Bernas , __NE_TO__ chief engineer .","What Toyota says: ""We wanted to break the myth of EVs being boring and requiring sacrifices,"" said Greg Bernas, RAV4 EV chief engineer.",reject,0.7560120225,0
182,"To compete against __NE_FROM__ ' s __NE_TO__ hybrid lineup , multiple body styles of the new __NE_OTHER__ and __NE_OTHER__ dedicated hybrids are expected .","To compete against Toyota's Prius hybrid lineup, multiple body styles of the new Hyundai and Kia dedicated hybrids are expected.",reject,0.8370032310000001,0
183,Executive Vice President Didier Leroy tells the __NE_FROM__ the likelihood that __NE_TO__ will do the same for other models is “ quite big .,Executive Vice President Didier Leroy tells the Financial Times the likelihood that Toyota will do the same for other models is “quite big.,reject,0.5946720243,0
184,"__NE_OTHER__ will handle recalls for __NE_FROM__ and __NE_OTHER__ brand models , and __NE_TO__ will process notifications for __NE_OTHER__ owners .","Toyota will handle recalls for Toyota and Lexus brand models, and General Motors Co. will process notifications for Vibe owners.",reject,0.9122344851,0
185,"__NE_OTHER__ , __NE_FROM__ , __NE_TO__ improve the most in J.D .","Toyota, Mitsubishi, Volvo improve the most in J.D.",reject,0.843939364,0
186,"__NE_OTHER__ and __NE_FROM__ tied for second with scores of 814 , followed by __NE_TO__ with an 813 rating .","Honda and Toyota tied for second with scores of 814, followed by Suzuki with an 813 rating.",reject,0.6868640184,0
187,"What are dealers saying about the design language coming out of __NE_FROM__ , most recently with the Camry , __NE_TO__ and C-HR ?","What are dealers saying about the design language coming out of Toyota, most recently with the Camry, Avalon and C-HR?",reject,0.6005274653,0
188,"4x4 icons like the original Jeep Cherokee , Toyota 4Runner , __NE_FROM__ , __NE_OTHER__ , and __NE_TO__ all battled it out for off-road supremacy and to fill the burgeoning SUV market .","4x4 icons like the original Jeep Cherokee, Toyota 4Runner, Jeep Wrangler, Nissan Pathfinder, and Isuzu Trooper all battled it out for off-road supremacy and to fill the burgeoning SUV market.",reject,0.9539236426000001,0
189,__NE_OTHER__ tells __NE_FROM__ it will use that motor and __NE_TO__ ' s lithium-ion batteries in the electric version of the RAV4 SUV slated to arrive next year .,Toyota tells Bloomberg News it will use that motor and Tesla's lithium-ion batteries in the electric version of the RAV4 SUV slated to arrive next year.,B_supplies_A,0.6047172546,1
190,""" __NE_OTHER__ and __NE_FROM__ executives said it probably will be several months before __NE_TO__ will move away from incentives .","""  JM Family and Southeast Toyota executives said it probably will be several months before Toyota will move away from incentives.",reject,0.9613544941000001,0
191,__NE_FROM__ moves __NE_TO__ toward quakeproof supply chain .,Exec moves Toyota toward quakeproof supply chain.,reject,0.6040211916,0
192,"The strikes shut down the domestic auto industry ' s supply network and idled assembly operations at __NE_OTHER__ , __NE_OTHER__ , __NE_FROM__ , __NE_OTHER__ and __NE_TO__ .","The strikes shut down the domestic auto industry's supply network and idled assembly operations at BMW, General Motors, Ford, Nissan and Toyota.",reject,0.9691586494000001,0
193,"Meanwhile , the __NE_FROM__ , __NE_TO__ and __NE_OTHER__ brands combined will field 16 car nameplates for the 2010 model year -- outnumbering __NE_OTHER__ for the first time .","Meanwhile, the Toyota, Lexus and Scion brands combined will field 16 car nameplates for the 2010 model year -- outnumbering GM for the first time.",reject,0.7366381884000001,0
194,They also have asked __NE_FROM__ to provide more information about the work __NE_TO__ is doing for the automaker involving unintended acceleration .,They also have asked Toyota to provide more information about the work Exponent is doing for the automaker involving unintended acceleration.,A_supplies_B,0.42829215530000003,2
195,"__NE_FROM__ team members at all levels of the organization are active volunteers with the __NE_OTHER__ , including __NE_OTHER__ President & CEO , Mike Groff , who serves on the __NE_OTHER__ for __NE_TO__ .","Toyota team members at all levels of the organization are active volunteers with the Clubs, including Toyota Financial Services President & CEO, Mike Groff, who serves on the Board of Trustees for Boys & Girls Clubs of America.",reject,0.9922152162000001,0
196,"__NE_FROM__ says Asian marques , led by __NE_TO__ ( + 12 % to 62,200 vehicles ) , saw their combined sales in January rise 6 % to 241,000 units .","ACEA says Asian marques, led by Toyota (+12% to 62,200 vehicles), saw their combined sales in January rise 6% to 241,000 units.",reject,0.6856356859,0
197,"__NE_FROM__ price hikes __NE_TO__ is considering raising prices , including on exports , a company spokesman said today .","Toyota price hikes Toyota is considering raising prices, including on exports, a company spokesman said today.",reject,0.8220770955000001,0
